Category,Restaurant Address,Restaurant Name,Restaurant Phone,Restaurant Price Range,Restaurant Website,Restaurant Yelp URL,Restaurant Latitude,Restaurant Longitude
Canadian (New),"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,(416) 533-8841,$31-60,reverieatthepark.com,https://www.yelp.ca/adredir?ad_business_id=5AC2yQzEe3iRGrsJ0at-8g&campaign_id=ib_9ayf8c7Tfb5G9QqHrsg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Freverie-at-the-park-toronto-3&request_id=d18cccac0a30f2b4&signature=5b22eb91019d53d1dfaea6911fb551d908d72e9b76967430887fb0a6d16f577f&slot=0,43.65516,-79.412779
Canadian (New),"1077 Bloor St W
Toronto, ON M6H 1M5",Black Briik Restobar,(416) 546-6123,$11-30,blackbriik.com,https://www.yelp.ca/adredir?ad_business_id=Hj_pXjhl-J2yjpJX-vyeMA&campaign_id=3-lubTve0UV-OvlKikgGBw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fblack-briik-restobar-toronto&request_id=d18cccac0a30f2b4&signature=6cdc05a026298c8a1d153d564270ba96b0d65b6ad9fa27dca1562d63063ba9fd&slot=1,43.660093,-79.433138
Canadian (New),"3315 Bloor Street W
Etobicoke, ON M8X 1E7",Revo Bistro,(416) 236-4453,,,https://www.yelp.ca/biz/revo-bistro-etobicoke,43.645304,-79.520465
Canadian (New),"4646 Yonge Street
North York, ON M2N 5M1",The Congress,(416) 222-7381,,,https://www.yelp.ca/biz/the-congress-north-york,43.757533,-79.410224
Canadian (New),"3300 Steeles Avenue W
Vaughan, ON L4K 2Y4",Angelo’s Homestyle Restaurant,(905) 669-4884,,angeloshomestyle.com,https://www.yelp.ca/biz/angelos-homestyle-restaurant-vaughan,43.774724,-79.52949
Canadian (New),"1980 Avenue Road
North Toronto, ON M5M 4A4",Drums N Flats,(647) 347-9474,$11-30,drumsnflats.com,https://www.yelp.ca/biz/drums-n-flats-north-toronto,43.735113,-79.420186
Canadian (New),"150 North Queen St
Etobicoke, ON M9C 1A8",Sunset Grill,(416) 620-0080,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-etobicoke,43.619209,-79.55532
Canadian (New),"55 Reading Court
Etobicoke, ON M9W 7K7",Moxie’s Grill & Bar,(416) 798-6788,$11-30,moxies.ca,https://www.yelp.ca/biz/moxies-grill-and-bar-etobicoke,43.689727,-79.590799
Canadian (New),"3342 Danforth Avenue
Scarborough, ON M1L 1C8",Sedaghat Restaurant,(416) 699-2099,$11-30,,https://www.yelp.ca/biz/sedaghat-restaurant-scarborough,43.693587,-79.277596
Canadian (New),"125 Moatfield Drive
North York, ON M3B 3L6",The David Duncan House,(416) 391-1424,$31-60,davidduncanhouse.com,https://www.yelp.ca/biz/the-david-duncan-house-north-york,43.75831,-79.348906
Canadian (New),"197 North Queen St
Etobicoke, ON M9C 1A7",The Bier Markt,(416) 862-7175,$11-30,thebiermarkt.com,https://www.yelp.ca/biz/the-bier-markt-etobicoke,43.614674,-79.555779
Canadian (New),"2011 Lawrence Ave W
York, ON M9N 3V3",Lawrence Park Restaurant,(416) 240-8326,,,https://www.yelp.ca/biz/lawrence-park-restaurant-york,43.700806,-79.511641
Canadian (New),"304 Richmond Street W
Toronto, ON M5V 3M6",Thoroughbred Food & Drink,(416) 551-9221,$31-60,tbto.ca,https://www.yelp.ca/adredir?ad_business_id=-Q5b2LGivWP_ZBwSovGCRQ&campaign_id=J5FZvLY3wo48320vDgMyog&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthoroughbred-food-and-drink-toronto&request_id=d18cccac0a30f2b4&signature=deb5c47e54c0baab9e2faeba1050938a42bd939b0dae6e4d4d783d5a55084384&slot=0,43.648949,-79.391628
Canadian (New),"577 College Street
Toronto, ON M6G 1B2",Sidecar,(647) 484-2764,$31-60,sidecarrestaurant.ca,https://www.yelp.ca/adredir?ad_business_id=TLMysu1mWiLEslCBon5W1g&campaign_id=OKE56217kHD1J1EVdJRfNQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fsidecar-toronto&request_id=43d9e4157f91a283&signature=daa8eefe9fef49eae8ee9d02c42f115906d80845f518b7c998732216cd940d38&slot=0,43.6552,-79.413083
Canadian (New),"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,(647) 749-6150,$11-30,trattorialeonardo.com,https://www.yelp.ca/adredir?ad_business_id=yRUZ_sIxV6FyNygZD6MNTg&campaign_id=BjSKAJvqRPwThVjrXG8Fbw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Ftrattoria-leonardo-etobicoke&request_id=43d9e4157f91a283&signature=391805b9d8ceeeac7093cd35c6a6a4face7e0be88026cc162d92193b6453b397&slot=1,43.652948,-79.525589
Canadian (New),"40 Colossus Drive
Woodbridge, ON L4L 0B7",Earls Kitchen + Bar,(905) 851-9600,$11-30,earls.ca,https://www.yelp.ca/biz/earls-kitchen-bar-woodbridge,43.787148,-79.543384
Canadian (New),"65 Skyway Ave
Etobicoke, ON M9W 6C7",Montana’s BBQ & Bar,(416) 674-5589,$11-30,montanas.ca,https://www.yelp.ca/biz/montanas-bbq-and-bar-etobicoke,43.687247,-79.586013
Canadian (New),"3900 Highway 7
Vaughan, ON L4L 1A6",Milestones Restaurants,(905) 850-1580,$11-30,milestonesrestaurants.com,https://www.yelp.ca/biz/milestones-restaurants-vaughan,43.789995,-79.552934
Canadian (New),"111 Lakeshore Road W
Mississauga, ON L5H 1E9",Captain Robins Family Restaurant,(905) 274-9111,$11-30,,https://www.yelp.ca/biz/captain-robins-family-restaurant-mississauga,43.549854,-79.587212
Canadian (New),"925 Dixon Road
Etobicoke, ON M9R 1J8",Turtle Jack’s Muskoka Grill,(416) 674-3031,$11-30,turtlejacks.com,https://www.yelp.ca/biz/turtle-jacks-muskoka-grill-etobicoke,43.692276,-79.567202
Canadian (New),"2385 Finch Ave W
North York, ON M9M 2W8",Bun Bo Hue,(416) 747-7336,Under $10,,https://www.yelp.ca/biz/bun-bo-hue-north-york,43.751673,-79.544276
Canadian (New),"26 Rexdale Boulevard
Etobicoke, ON M9W 5Z3",Rexdale Sweets & Restaurant,(416) 744-0585,,,https://www.yelp.ca/biz/rexdale-sweets-and-restaurant-etobicoke,43.714004,-79.557692
Canadian (New),"5100 Rutherford Road
Unit 13
Vaughan, ON L4L 8Y2",Kookoos Kitchen,(905) 893-9153,$11-30,captainkookoo.com,https://www.yelp.ca/biz/kookoos-kitchen-vaughan-2,43.816872,-79.601231
Canadian (New),"3330 Steeles Avenue W
Vaughan, ON L4K 3C4",Teriyaki Experience,(905) 761-9882,Under $10,teriyakiexperience.com/en/hom…,https://www.yelp.ca/biz/teriyaki-experience-vaughan,43.773944,-79.531602
Canadian (New),"2851 Kingston Road
Scarborough, ON M1M 1N2",Big Boy’s Burgers,(416) 244-2697,Under $10,bigboysburgers.com,https://www.yelp.ca/biz/big-boys-burgers-scarborough,43.721669,-79.236062
Canadian (New),"874 Eglinton Avenue E
Toronto, ON M4G 2L1",Urbun Eats Co,(647) 556-0319,$11-30,urbuneats.ca,https://www.yelp.ca/adredir?ad_business_id=_3IE9guLHvAr-kJpH4Zd7Q&campaign_id=-S-v9AShDzzXXlXiY-zyzA&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Furbun-eats-co-toronto-2&request_id=43d9e4157f91a283&signature=aee2f457efa8edf579f0e6b22db3f7873dd6107ea40fbedf607c688232b83c4b&slot=0,43.71367,-79.365092
Canadian (New),"304 Richmond Street W
Toronto, ON M5V 3M6",Thoroughbred Food & Drink,(416) 551-9221,$31-60,tbto.ca,https://www.yelp.ca/adredir?ad_business_id=-Q5b2LGivWP_ZBwSovGCRQ&campaign_id=J5FZvLY3wo48320vDgMyog&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthoroughbred-food-and-drink-toronto&request_id=a9cf4e55491c903f&signature=4c983053541cc2eef8708cec069b20c402b56d343da072ccf676381702ae7a2f&slot=0,43.648949,-79.391628
Canadian (New),"60 Richmond Street E
Toronto, ON M5C 1N8",Hawthorne Food and Drink,(647) 930-9517,$11-30,hawthorneto.ca,https://www.yelp.ca/adredir?ad_business_id=6rTzYUGghp3XHPgOGaO8UQ&campaign_id=6xcrlnfHcTGg9qvEXtW8yA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fhawthorne-food-and-drink-toronto&request_id=a9cf4e55491c903f&signature=00cde37dc11fdd66cfaae75022d261ea635830d811556a430a07312d6392dbdc&slot=1,43.652368,-79.376226
Canadian (New),"1571 Sandhurst Cir
Scarborough, ON M1V 5K2",Congee Town,(416) 321-8899,$11-30,congeetown.com,https://www.yelp.ca/biz/congee-town-scarborough,43.808963,-79.271057
Canadian (New),"1001 The Queensway
Etobicoke, ON M8Z 6C7",Milestones Restaurants,(416) 255-0464,$11-30,milestonesrestaurants.com,https://www.yelp.ca/biz/milestones-restaurants-etobicoke,43.623327,-79.515738
Canadian (New),"2011 Steeles Ave W
North York, ON M3J 3N3",Montana’s BBQ & Bar,(416) 661-9139,$11-30,montanas.ca,https://www.yelp.ca/biz/montanas-bbq-and-bar-north-york,43.786956,-79.47112
Canadian (New),"30 Colossus Drive
Unit B
Vaughan, ON L4L 0B7",Moxie’s Grill & Bar,(905) 265-8090,$11-30,moxies.ca,https://www.yelp.ca/biz/moxies-grill-and-bar-vaughan,43.787151,-79.543407
Canadian (New),"1250 S Service Road
Lakeview, ON L5E 1V4",DQ Julius,,Under $10,,https://www.yelp.ca/biz/dq-julius-lakeview,43.593026,-79.568948
Canadian (New),"398 Lakeshore Rd E
Mississauga, ON L5G 1H5",Bobby’s Hideaway,(905) 278-3688,$11-30,bobbyshideaway.com,https://www.yelp.ca/biz/bobbys-hideaway-mississauga-2,43.563536,-79.571914
Canadian (New),"2849 Jane Street
North York, ON M3N 2J5",Yorkwoods Restaurant,(416) 633-2658,,,https://www.yelp.ca/biz/yorkwoods-restaurant-north-york,43.751388,-79.516126
Canadian (New),"3232 Steeles Avenue W
Unit 5
Vaughan, ON L4K 4C8",Home Base Bar And Grill,(647) 479-5829,,homebasebarandgrill.com,https://www.yelp.ca/biz/home-base-bar-and-grill-vaughan,43.775101,-79.526259
Canadian (New),"1125 Dundas Street E
Suite 4
Mississauga, ON L4Y 2C4",Banh Mi Ba Le,(905) 272-6875,Under $10,,https://www.yelp.ca/biz/banh-mi-ba-le-mississauga,43.604056,-79.590778
Canadian (New),"114 Lakeshore Road E
Mississauga, ON L5G 1E4",Smoke’s Poutinerie Port Credit,(905) 271-2873,Under $10,smokespoutinerie.com,https://www.yelp.ca/biz/smokes-poutinerie-port-credit-mississauga-2,43.554289,-79.583159
Canadian (New),"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,(647) 849-3894,$31-60,themonkeybar.ca,https://www.yelp.ca/adredir?ad_business_id=mRrgBIT8vsYdI3YSfzCQhg&campaign_id=QfMO4pheasHESYIRgicB0Q&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthe-monkey-bar-toronto&request_id=0e8b47214a03153a&signature=8bd7e1418064a231de47e3d2c372ee2af3238ebf6cc2611e17eb4380da62264c&slot=0,43.731489,-79.403703
Canadian (New),"60 Richmond Street E
Toronto, ON M5C 1N8",Hawthorne Food and Drink,(647) 930-9517,$11-30,hawthorneto.ca,https://www.yelp.ca/adredir?ad_business_id=6rTzYUGghp3XHPgOGaO8UQ&campaign_id=6xcrlnfHcTGg9qvEXtW8yA&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fhawthorne-food-and-drink-toronto&request_id=0e8b47214a03153a&signature=15a3722781a3534796227dc1394bea567ceab0ee15e181bffe7d9fcdd1196018&slot=1,43.652368,-79.376226
Canadian (New),"5395 Eglinton Ave W
Etobicoke, ON M9C 5K6",The Wild Goose Bar & Grill,(416) 620-6868,$11-30,wildgoosebar.ca,https://www.yelp.ca/biz/the-wild-goose-bar-and-grill-etobicoke,43.664084,-79.588597
Canadian (New),"252 Lakeshore Rd W
Mississauga, ON L5H 2P1",Harvey’s Restaurants,(905) 278-0391,,harveys.ca,https://www.yelp.ca/biz/harveys-restaurants-mississauga-14,43.546633,-79.593317
Canadian (New),"50 Cinemart Dr
Scarborough, ON M1B 3C3",Kelseys Original Roadhouse,(416) 283-2937,$11-30,kelseys.ca,https://www.yelp.ca/biz/kelseys-original-roadhouse-scarborough-2,43.796823,-79.202585
Canadian (New),"1030 Dundas Street E
Mississauga, ON L4Y 2B8",3 Castelos Grill House,(905) 277-1200,$11-30,,https://www.yelp.ca/biz/3-castelos-grill-house-mississauga,43.601777,-79.59165
Canadian (New),"1510 Dundas St E
Mississauga, ON L4X 1L4",Sunset Grill,(905) 277-7677,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-mississauga-4,43.612136,-79.580669
Canadian (New),"2175 Sheppard Avenue E
North York, ON M2J 1W8",Willie Stouts,(416) 499-0383,$11-30,williestouts.com,https://www.yelp.ca/biz/willie-stouts-north-york,43.774286,-79.330943
Canadian (New),"71 Lakeshore Road E
Mississauga, ON L5G 1C9",Shore Grill and Grotto,(905) 271-9777,$11-30,shoregrillandgrotto.ca,https://www.yelp.ca/biz/shore-grill-and-grotto-mississauga,43.552602,-79.584382
Canadian (New),"195 Belfield Road
Etobicoke, ON M9W 1G8",Loders Croklaan,(416) 246-1075,,,https://www.yelp.ca/biz/loders-croklaan-etobicoke,43.70062,-79.581094
Canadian (New),"26 William Kitchen Road
Scarborough, ON M1P 5B7",Mirage Grill & Lounge,(416) 335-1177,$11-30,cafe-mirage.com,https://www.yelp.ca/biz/mirage-grill-and-lounge-scarborough,43.773011,-79.282174
Canadian (New),"10 Colossus Drive
Vaughan, ON L4L 9J5",Jack Astor’s Bar & Grill,(905) 264-3790,$11-30,jackastors.com,https://www.yelp.ca/biz/jack-astors-bar-and-grill-vaughan-2,43.786808,-79.544865
Canadian (New),"577 College Street
Toronto, ON M6G 1B2",Sidecar,(647) 484-2764,$31-60,sidecarrestaurant.ca,https://www.yelp.ca/adredir?ad_business_id=TLMysu1mWiLEslCBon5W1g&campaign_id=OKE56217kHD1J1EVdJRfNQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fsidecar-toronto&request_id=f43a73d52e7a0c21&signature=e5c3a64be4051085f0918727f0e95dbf1ae712154cc784dc29a2611ae7278e91&slot=0,43.6552,-79.413083
Canadian (New),"1136 College Street W
Toronto, ON M6H 1B5",Ilhas De Bruma,(416) 538-2015,$31-60,ilhasdebruma.ca,https://www.yelp.ca/adredir?ad_business_id=JrD90K-V1tfPWbWjPgSXmA&campaign_id=qetOk0GDgM6FIdcC1ZG4wQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Filhas-de-bruma-toronto&request_id=f43a73d52e7a0c21&signature=bf10b592cf3e8013c95bde33bd149de6b79e21dea4d0d766592f062645d6aa28&slot=1,43.652334,-79.433657
Canadian (New),"1007 The Queensway
Etobicoke, ON M8Z 6C7",Montana’s BBQ & Bar,(416) 646-1852,$11-30,montanas.ca,https://www.yelp.ca/biz/montanas-bbq-and-bar-etobicoke-2,43.623899,-79.516296
Canadian (New),"1011 The Queensway
Etobicoke, ON M8Z 6C7",Kelseys Original Roadhouse,(416) 646-1856,$11-30,kelseys.ca,https://www.yelp.ca/biz/kelseys-original-roadhouse-etobicoke,43.623043,-79.516453
Canadian (New),"1972 Eglinton Avenue E
Scarborough, ON M1L 2M6",Kelseys Original Roadhouse,(416) 285-7126,$11-30,kelseys.ca,https://www.yelp.ca/biz/kelseys-original-roadhouse-scarborough,43.728864,-79.284698
Canadian (New),"2777 Steeles Avenue W
North York, ON M3J 3K5",International Discount Foods,(416) 739-6651,$11-30,,https://www.yelp.ca/biz/international-discount-foods-north-york,43.78216,-79.49043
Canadian (New),"3700 Steeles Avenue W
Vaughan, ON L4L 8K8",Midan Restaurant,(905) 856-9774,,,https://www.yelp.ca/biz/midan-restaurant-vaughan-2,43.77175,-79.542707
Canadian (New),"7540 Weston Rd
Vaughan, ON L4L 9L9",Sunset Grill,(905) 264-3773,$11-30,sunsetgrill.ca,https://www.yelp.ca/biz/sunset-grill-vaughan-4,43.786037,-79.547704
Canadian (New),"3757 Keele Street
North York, ON M3J 1N4",Apple Jacks Restaurant,(416) 631-9035,,,https://www.yelp.ca/biz/apple-jacks-restaurant-north-york,43.757714,-79.488651
Canadian (New),"7 Willard Gdns
Mississauga, ON L4W 3Z3",Pump on Rathburn,(905) 602-8826,,,https://www.yelp.ca/biz/pump-on-rathburn-mississauga,43.636023,-79.59581
Canadian (New),"5700 Yonge Street
North York, ON M2M 4K2",Soly’s Grille,(416) 224-0886,,,https://www.yelp.ca/biz/solys-grille-north-york,43.781034,-79.416574
Canadian (New),"169 Lakeshore Road W
Mississauga, ON L5H 1G3",Natty’s Bar & Grill,(905) 891-2526,,,https://www.yelp.ca/biz/nattys-bar-and-grill-mississauga,43.547965,-79.589183
Canadian (New),"434 College St
Toronto, ON M4W 1A7",Nirvana,(437) 370-3547,$11-30,nirvanaoncollege.com,https://www.yelp.ca/adredir?ad_business_id=hNSvyreISNd9XXrHyyaSjQ&campaign_id=5b9kieiWImBF-LMvNqdrqg&click_origin=search_results&placement=below_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fnirvana-toronto&request_id=f43a73d52e7a0c21&signature=a7ed47215b6ca4521522bf166e1f492a4276f65935847d5331e82666031a1b1b&slot=0,43.656571,-79.40712
Canadian (New),"51 saint nicholas street
Toronto, ON M4Y 1W6",The Diner’s Corner,(416) 929-7031,,dinerscorner.com,https://www.yelp.ca/adredir?ad_business_id=cd3ced-z0OLP-yBUPSNKjQ&campaign_id=yyr7NtOLUKNtq-iomSAjgg&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fthe-diners-corner-toronto&request_id=a7a13f3b2db920cd&signature=ddc5b3ac601d9cb24b4662d55440d1e8dd4dead8f5eb044629612a60eebf3cc2&slot=0,43.667031,-79.386203
Canadian (New),"67 Front Street E
Toronto, ON M5E 1B5",C’est What,(416) 867-9499,$11-30,cestwhat.com,https://www.yelp.ca/adredir?ad_business_id=Pthcdg09sHQ9M9Tj5P9gfQ&campaign_id=O5CA-3VReJU-MWu53TNU7g&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fcest-what-toronto&request_id=a7a13f3b2db920cd&signature=fc0dbbcec6585c2071f067fa76344bc2d853b25fd80494ee2a0fbd225ed592a6&slot=1,43.648511,-79.373409
Canadian (New),"AMC Plaza
70 Interchange Way
Vaughan, ON L4K 5C3",Entertainment Central,(905) 738-6001,,entertainmentcentralinc.com,https://www.yelp.ca/biz/entertainment-central-vaughan,43.789154,-79.527343
Canadian (New),"145 Haist Avenue
Vaughan, ON L4L 5V1",Timmy’s The Grill,(905) 264-6060,,,https://www.yelp.ca/biz/timmys-the-grill-vaughan-2,43.779048,-79.569163
Canadian (New),"300 Borough Dr
215
Scarborough, ON M1P 4P5",Moxie’s Grill & Bar,(416) 296-8803,$11-30,moxies.ca,https://www.yelp.ca/biz/moxies-grill-and-bar-scarborough,43.776146,-79.257638
Canadian (New),"300 Borough Drive
Unit 1002
Scarborough, ON M1P 4P5",Swiss Chalet,(416) 296-9923,$11-30,swisschalet.com,https://www.yelp.ca/biz/swiss-chalet-scarborough-3,43.775672,-79.258193
Canadian (New),,Peller Estates Winery & Restaurant,(905) 468-4678,$31-60,peller.com,https://www.yelp.ca/biz/peller-estates-winery-and-restaurant-niagara-on-the-lake,,
Canadian (New),"580 Progress Avenue
Scarborough, ON M1P 2K2",Jack Astor’s Bar & Grill,(416) 296-0965,$11-30,jackastors.com,https://www.yelp.ca/biz/jack-astors-bar-and-grill-scarborough,43.777538,-79.254247
Canadian (New),"1 Promenade Circle
Thornhill, ON L4J 4P8",Pickle Barrel,(905) 764-3444,$11-30,picklebarrel.ca,https://www.yelp.ca/biz/pickle-barrel-thornhill,43.807726,-79.452203
Cantonese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,(647) 849-3885,$31-60,flctoronto.com,https://www.yelp.ca/adredir?ad_business_id=_xAJZOKBMPOe47p1MphB2w&campaign_id=9QGTRB0KSlAz6eoHgMzQCQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Ffishman-lobster-clubhouse-restaurant-toronto&request_id=96496b8b6e86130e&signature=b6deddadebe72d2dd1e42e443201664e8fb285243214f815c62a29c8a39bb51d&slot=0,43.801976,-79.295159
Cantonese,"4271 Sheppard Avenue E
Unit 2
Toronto, ON M1S",Liwan Kitchen,(416) 479-3568,$11-30,,https://www.yelp.ca/biz/liwan-kitchen-toronto,43.785527,-79.27625
Cantonese,"4227 Sheppard Avenue E
Scarborough, ON M1S 5H5",Maple Yip Seafood Restaurant,(416) 297-1438,$11-30,,https://www.yelp.ca/biz/maple-yip-seafood-restaurant-scarborough,43.784761,-79.277824
Cantonese,"4675 Steeles Avenue E
Suite 1R6
Toronto, ON M1V 4S5",Graceful Vegetarian Restaurant,(905) 479-8381,$11-30,,https://www.yelp.ca/biz/graceful-vegetarian-restaurant-toronto-2,43.824392,-79.302543
Cantonese,"10610 Bayview Avenue
Unit 2-3
Richmond Hill, ON L4C 3N8",GoGo Chicken Pot,(905) 737-1628,$31-60,,https://www.yelp.ca/biz/gogo-chicken-pot-richmond-hill-2,43.890038,-79.419953
Cantonese,"2/F Pacific Mall
Markham, ON L3R",Aroma Corner -,(647) 620-6052,,,https://www.yelp.ca/biz/aroma-corner-markham,43.824195,-79.305184
Caribbean,"1943 Avenue Road
Toronto, ON M5M 4A2",Scotthill Carribean Cuisine,(647) 691-6214,$11-30,scotthillcuisine.ca,https://www.yelp.ca/adredir?ad_business_id=8894q9WTvkYN6oNUt3fJ3g&campaign_id=GvdySO3FV9XFiTzXZZYU0Q&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fscotthill-carribean-cuisine-toronto-2&request_id=7769a56fd1d14382&signature=94338d1bb956e5947eed4953af9520b4ce8cb239f353b24d070e7db493fb4cec&slot=0,43.733943,-79.419534
Caribbean,"2570 Birchmount Road
Toronto, ON M1T 2M5",Chris Jerk Caribbean Bistro,(416) 297-5375,$11-30,,https://www.yelp.ca/biz/chris-jerk-caribbean-bistro-toronto,43.790331,-79.302267
Caribbean,"4738 Yonge Street
Toronto, ON M2N 5M6",Jerk King,,$11-30,jerkkingrestaurants.com,https://www.yelp.ca/biz/jerk-king-toronto-5,43.760386,-79.410719
Caribbean,"596 Danforth Avenue
Toronto, ON M4K 1R1",Simone’s Caribbean Restaurant,(416) 792-5252,$11-30,,https://www.yelp.ca/biz/simones-caribbean-restaurant-toronto,43.678763,-79.346568
Caribbean,"2689 Eglinton Avenue E
Toronto, ON M1K 2S3",Aunt Elsie’s Carribean Kitchen,(416) 261-0250,Under $10,,https://www.yelp.ca/biz/aunt-elsies-carribean-kitchen-toronto,43.73624,-79.249913
Caribbean,"1943 Avenue Road
Toronto, ON M5M 4A2",Scotthill Carribean Cuisine,(647) 691-6214,$11-30,scotthillcuisine.ca,https://www.yelp.ca/biz/scotthill-carribean-cuisine-toronto-2,43.733943,-79.419534
Caribbean,"753A Queen St E
Toronto, ON M4M 1H3",Caribbean Sunset Restaurant and Bar,(647) 340-7607,$11-30,,https://www.yelp.ca/biz/caribbean-sunset-restaurant-and-bar-toronto,43.659178,-79.348032
Caribbean,"1221 Weston Road
Toronto, ON M6M 4P7",V’s Caribbean Restaurant,(416) 249-1221,$11-30,,https://www.yelp.ca/biz/vs-caribbean-restaurant-toronto,43.688247,-79.492424
Caribbean,"61 Kensington Avenue
Toronto, ON M5T",Rasta Pasta,(647) 501-4505,Under $10,eatrastapasta.ca,https://www.yelp.ca/biz/rasta-pasta-toronto-2,43.654233,-79.400442
Caribbean,"405 Spadina Avenue
Toronto, ON M5T 2G6",Tasty’s Caribbean Restaurant,(416) 916-7888,Under $10,tastyscaribbean.com,https://www.yelp.ca/biz/tastys-caribbean-restaurant-toronto,43.656778,-79.399257
Caribbean,"200 Wellington Street W
Toronto, ON M5V 3G2",Caribbean Queen,(416) 506-0666,,,https://www.yelp.ca/biz/caribbean-queen-toronto,43.645859,-79.38783
Caribbean,"4180 Kingston Road
Scarborough, ON M1E 2M4",Twice As Nice,(416) 281-6423,$11-30,twiceasnicefood.com,https://www.yelp.ca/adredir?ad_business_id=aWlvKKSAE6ZFPK3ij6ubqg&campaign_id=iaW2ne-DfJMtJMbwAY9low&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Ftwice-as-nice-scarborough&request_id=f1393e01520d41c6&signature=59403f85761561c30d2fb022799df1757d88a49c730871fbfe2358a01a47c08e&slot=0,43.758947,-79.197739
Caribbean,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,(647) 849-3633,$11-30,camporestaurant.com,https://www.yelp.ca/adredir?ad_business_id=L8W83-wPFLMs457cAu60Eg&campaign_id=y3TzqXVx8zZZF5_XCr_JpQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.ca%2Fbiz%2Fcampo-toronto&request_id=f1393e01520d41c6&signature=3122840b40e70f9fbc0779b59e602065825875a88685b3722ab016f89e6e269c&slot=1,43.655118,-79.486959
Caribbean,"568 Parliament Street
Toronto, ON M4X 1P8",Under The Table Restaurant,(647) 351-1533,$11-30,,https://www.yelp.ca/biz/under-the-table-restaurant-toronto,43.667423,-79.369456
Caribbean,"2881 Jane Street
Toronto, ON M3N 2J5",Debe’s Roti & Doubles,(416) 839-9874,$11-30,DebesRoti.com,https://www.yelp.ca/biz/debes-roti-and-doubles-toronto,43.752377,-79.516373
Caribbean,"646 Queen Street W
Toronto, ON M6J 1E4",Street Shak Caribbean Kitchen,(647) 351-7425,$11-30,streetshak.com,https://www.yelp.ca/biz/street-shak-caribbean-kitchen-toronto,43.646862,-79.406278
Caribbean,"4700 Keele Street
Unit 107D
Toronto, ON M3J 1P3",The Islands Caribbean Restaurant,(416) 514-1818,Under $10,theislandscaribbean.com,https://www.yelp.ca/biz/the-islands-caribbean-restaurant-toronto,43.774208,-79.498333
Caribbean,"104 Portland Street
Toronto, ON M5V 2N2",Chubby’s Jamaican Kitchen,(416) 792-8105,$11-30,chubbysjamaican.com,https://www.yelp.ca/biz/chubbys-jamaican-kitchen-toronto,43.645333,-79.400702
Caribbean,"450 Yonge Street
Toronto, ON M4Y 1W9",Ritz Caribbean Foods,(416) 934-1480,Under $10,,https://www.yelp.ca/biz/ritz-caribbean-foods-toronto-7,43.661696,-79.38342
Caribbean,"852 Pape Avenue
Unit 2
Toronto, ON M4K 3T6",Steady’s Jamaican Home Cooking,(647) 339-4289,Under $10,steadys.ca,https://www.yelp.ca/biz/steadys-jamaican-home-cooking-toronto,43.683991,-79.346772
